codesystem	code	description_code	value_en	description_en
obo	obo:UBERON_2000716	afferent portion of pharyngeal arch artery	afferent portion of pharyngeal arch artery	afferent portion of pharyngeal arch artery
obo	obo:UBERON_0010416	lymph node B cell domain	lymph node B cell domain	lymph node B cell domain
obo	obo:UBERON_3010713	m. sternoepicoracoideus	m. sternoepicoracoideus	m. sternoepicoracoideus
obo	obo:UBERON_0022319	lateral geniculate nucleus parvocellular layer	lateral geniculate nucleus parvocellular layer	lateral geniculate nucleus parvocellular layer
obo	obo:UBERON_0004522	vasculature of musculoskeletal system	vasculature of musculoskeletal system	vasculature of musculoskeletal system
obo	obo:UBERON_0002822	macula lutea proper	macula lutea proper	macula lutea proper
obo	obo:UBERON_0016425	epiphyseal plate of radius	epiphyseal plate of radius	epiphyseal plate of radius
obo	obo:UBERON_0014725	intercalated duct	intercalated duct	intercalated duct
obo	obo:UBERON_0035019	inferior olive, beta nucleus	inferior olive, beta nucleus	inferior olive, beta nucleus
obo	obo:UBERON_0008713	pectoral girdle and thoracic body wall skeletal muscle	pectoral girdle and thoracic body wall skeletal muscle	pectoral girdle and thoracic body wall skeletal muscle
obo	obo:UBERON_0003380	cardiac muscle of left atrium	cardiac muscle of left atrium	cardiac muscle of left atrium
obo	obo:UBERON_2105384	dorsal fin proximal radial element 7	dorsal fin proximal radial element 7	dorsal fin proximal radial element 7
obo	obo:UBERON_2001969	inner mental barbel	inner mental barbel	inner mental barbel
obo	obo:UBERON_2001274	coronomeckelian	coronomeckelian	coronomeckelian
obo	obo:UBERON_0014380	flexor digitorum brevis muscle	flexor digitorum brevis muscle	flexor digitorum brevis muscle
obo	obo:UBERON_0001680	lacrimal bone	lacrimal bone	lacrimal bone
obo	obo:UBERON_0006678	foramen secundum	foramen secundum	foramen secundum
obo	obo:UBERON_0012116	nutrient foramen conduit	nutrient foramen conduit	nutrient foramen conduit
obo	obo:UBERON_2005135	primary dental epithelium	primary dental epithelium	primary dental epithelium
obo	obo:UBERON_0007375	roof of mouth	roof of mouth	roof of mouth
obo	obo:UBERON_0019262	white matter of myelencephalon	white matter of myelencephalon	white matter of myelencephalon
obo	obo:UBERON_0009075	membrana tympaniformis	membrana tympaniformis	membrana tympaniformis
obo	obo:UBERON_0002508	celiac lymph node	celiac lymph node	celiac lymph node
obo	obo:UBERON_0004208	nephrogenic mesenchyme	nephrogenic mesenchyme	nephrogenic mesenchyme
obo	obo:UBERON_0011808	outer epidermal layer of feather follicle	outer epidermal layer of feather follicle	outer epidermal layer of feather follicle
obo	obo:UBERON_0013508	thoracic vertebra pre-cartilage condensation	thoracic vertebra pre-cartilage condensation	thoracic vertebra pre-cartilage condensation
obo	obo:UBERON_2000381	lateral line sensory nucleus	lateral line sensory nucleus	lateral line sensory nucleus
obo	obo:UBERON_0007614	extensor digiti minimi muscle	extensor digiti minimi muscle	extensor digiti minimi muscle
obo	obo:UBERON_0010295	substantia propria of sclera	substantia propria of sclera	substantia propria of sclera
obo	obo:UBERON_2001392	parapophysis 1	parapophysis 1	parapophysis 1
obo	obo:UBERON_4200154	metapodium bone 6	metapodium bone 6	metapodium bone 6
obo	obo:UBERON#_Flocculus-MA_0000992	_Flocculus-MA_0000992	_Flocculus-MA_0000992	_Flocculus-MA_0000992
obo	obo:UBERON_2001853	postcleithrum 2	postcleithrum 2	postcleithrum 2
obo	obo:UBERON_3010831	occipito-petrosal	occipito-petrosal	occipito-petrosal
obo	obo:UBERON_2105374	dorsal fin distal radial element 3	dorsal fin distal radial element 3	dorsal fin distal radial element 3
obo	obo:UBERON_0016855	ventral part of optic cup	ventral part of optic cup	ventral part of optic cup
obo	obo:UBERON_0011309	body of mandible	body of mandible	body of mandible
obo	obo:UBERON_2000300	ventral hypohyal bone	ventral hypohyal bone	ventral hypohyal bone
obo	obo:UBERON_0000983	metatarsus region	metatarsus region	metatarsus region
obo	obo:UBERON_0024009	cerebellum hemispheric lobule X	cerebellum hemispheric lobule X	cerebellum hemispheric lobule X
obo	obo:UBERON_0008829	cerebellum external granule cell layer	cerebellum external granule cell layer	cerebellum external granule cell layer
obo	obo:UBERON_0024449	obsolete hemispheric parts of the cerebellar cortex	obsolete hemispheric parts of the cerebellar cortex	obsolete hemispheric parts of the cerebellar cortex
obo	obo:UBERON_0008252	tube foot ampulla	tube foot ampulla	tube foot ampulla
obo	obo:PATO_0002255	grooved	grooved	grooved
obo	obo:UBERON_0008947	respiratory primordium	respiratory primordium	respiratory primordium
obo	obo:UBERON_0004404	distal epiphysis of humerus	distal epiphysis of humerus	distal epiphysis of humerus
obo	obo:UBERON_0002704	metathalamus	metathalamus	metathalamus
obo	obo:UBERON_0013704	notochordal canal	notochordal canal	notochordal canal
obo	obo:UBERON_0019252	8-cell stage embryo	8-cell stage embryo	8-cell stage embryo
obo	obo:UBERON_0011983	manual digit 8	manual digit 8	manual digit 8
obo	obo:UBERON_0004399	epiphysis of fifth metatarsal bone	epiphysis of fifth metatarsal bone	epiphysis of fifth metatarsal bone
obo	obo:UBERON_0002699	supraopticohypophysial tract	supraopticohypophysial tract	supraopticohypophysial tract
obo	obo:UBERON_5112138	pedal digit 8 digitopodial skeleton	pedal digit 8 digitopodial skeleton	pedal digit 8 digitopodial skeleton
obo	obo:UBERON_6000170	embryonic metathoracic segment	embryonic metathoracic segment	embryonic metathoracic segment
obo	obo:UBERON_0003146	obsolete adult arthropod abdomen	obsolete adult arthropod abdomen	obsolete adult arthropod abdomen
obo	obo:UBERON_0002243	cutaneous vein	cutaneous vein	cutaneous vein
obo	obo:UBERON_0000349	limbic system	limbic system	limbic system
obo	obo:UBERON_0004197	proximal convoluted tubule segment 2	proximal convoluted tubule segment 2	proximal convoluted tubule segment 2
obo	obo:UBERON_0002049	vasculature	vasculature	vasculature
obo	obo:UBERON_0013481	crypt of Lieberkuhn of ileum	crypt of Lieberkuhn of ileum	crypt of Lieberkuhn of ileum
obo	obo:UBERON_2005049	prosencephalic artery	prosencephalic artery	prosencephalic artery
obo	obo:UBERON_0005455	interventricular groove	interventricular groove	interventricular groove
obo	obo:UBERON_3010627	obsolete leydig cells	obsolete leydig cells	obsolete leydig cells
obo	obo:UBERON_0007155	superior epigastric vein	superior epigastric vein	superior epigastric vein
obo	obo:UBERON_0014505	proximal phalanx of digit 5	proximal phalanx of digit 5	proximal phalanx of digit 5
obo	obo:UBERON_0002618	root of trochlear nerve	root of trochlear nerve	root of trochlear nerve
obo	obo:UBERON_0004318	distal phalanx of pedal digit 4	distal phalanx of pedal digit 4	distal phalanx of pedal digit 4
obo	obo:UBERON_3000185	foramen endolymphaticum	foramen endolymphaticum	foramen endolymphaticum
obo	obo:UBERON_2000491	obsolete commissure of the caudal tuberculum	obsolete commissure of the caudal tuberculum	obsolete commissure of the caudal tuberculum
obo	obo:UBERON_0010075	sacral neural crest	sacral neural crest	sacral neural crest
obo	obo:UBERON_0034805	stratum pyramidale of caudal CA2	stratum pyramidale of caudal CA2	stratum pyramidale of caudal CA2
obo	obo:UBERON_0035763	cavity of cardiac chamber	cavity of cardiac chamber	cavity of cardiac chamber
obo	obo:UBERON_0013167	cricopharyngeal ligament	cricopharyngeal ligament	cricopharyngeal ligament
obo	obo:UBERON_0001725	cranial synchondrosis	cranial synchondrosis	cranial synchondrosis
obo	obo:UBERON_0009195	anal membrane	anal membrane	anal membrane
obo	obo:UBERON_0001030	obsolete synaptic ribbon	obsolete synaptic ribbon	obsolete synaptic ribbon
obo	obo:UBERON_0010330	eyelid mesenchyme	eyelid mesenchyme	eyelid mesenchyme
obo	obo:UBERON_3000195	foramen perilymphaticus inferius	foramen perilymphaticus inferius	foramen perilymphaticus inferius
obo	obo:UBERON_0011011	brachioradialis	brachioradialis	brachioradialis
obo	obo:UBERON_0004202	kidney outer medulla outer stripe	kidney outer medulla outer stripe	kidney outer medulla outer stripe
obo	obo:UBERON_0015202	lymph heart	lymph heart	lymph heart
obo	obo:UBERON_0001876	amygdala	amygdala	amygdala
obo	obo:UBERON_3010058	dermal annular fold	dermal annular fold	dermal annular fold
obo	obo:UBERON_0003576	hip connective tissue	hip connective tissue	hip connective tissue
obo	obo:UBERON_0015479	scrotum skin	scrotum skin	scrotum skin
obo	obo:UBERON_0002167	right lung	right lung	right lung
obo	obo:UBERON_0003490	respiratory system reticular lamina	respiratory system reticular lamina	respiratory system reticular lamina
obo	obo:PR_000001580	PR_000001580	PR_000001580	PR_000001580
obo	obo:UBERON_0010065	auditory meatus epithelium	auditory meatus epithelium	auditory meatus epithelium
obo	obo:UBERON_4200130	tibial facet of astragalus	tibial facet of astragalus	tibial facet of astragalus
obo	obo:UBERON_0002081	cardiac atrium	cardiac atrium	cardiac atrium
obo	obo:UBERON_0006788	middle gray layer of superior colliculus	middle gray layer of superior colliculus	middle gray layer of superior colliculus
obo	obo:UBERON_0001226	major calyx	major calyx	major calyx
obo	obo:UBERON_0008488	cremaster muscle	cremaster muscle	cremaster muscle
obo	obo:UBERON_0006093	precuneus cortex	precuneus cortex	precuneus cortex
obo	obo:UBERON_2005245	inter-parietal joint	inter-parietal joint	inter-parietal joint
obo	obo:UBERON_0005651	pedal digit 4 epithelium	pedal digit 4 epithelium	pedal digit 4 epithelium
obo	obo:UBERON_0013129	bulb of vestibule	bulb of vestibule	bulb of vestibule
obo	obo:UBERON_0010526	fibularis brevis	fibularis brevis	fibularis brevis
obo	obo:UBERON_2001623	type 1 odontode	type 1 odontode	type 1 odontode
obo	obo:UBERON_0007351	nucleus isthmo-opticus	nucleus isthmo-opticus	nucleus isthmo-opticus
obo	obo:UBERON_0006909	lumen of digestive tract	lumen of digestive tract	lumen of digestive tract
obo	obo:UBERON_0004514	skeletal muscle tissue of transversus thoracis	skeletal muscle tissue of transversus thoracis	skeletal muscle tissue of transversus thoracis
obo	obo:UBERON_0002479	dorsal lateral geniculate nucleus	dorsal lateral geniculate nucleus	dorsal lateral geniculate nucleus
obo	obo:UBERON_0018117	left renal cortex interstitium	left renal cortex interstitium	left renal cortex interstitium
obo	obo:UBERON_0003105	dorsal lateral plate region	dorsal lateral plate region	dorsal lateral plate region
obo	obo:UBERON_0009620	tail bud paraxial mesoderm	tail bud paraxial mesoderm	tail bud paraxial mesoderm
obo	obo:UBERON_0000051	fornix of vagina	fornix of vagina	fornix of vagina
obo	obo:UBERON_0002363	dura mater	dura mater	dura mater
obo	obo:UBERON_0004063	spinal cord alar plate	spinal cord alar plate	spinal cord alar plate
obo	obo:UBERON_0011663	anterior plastron-carapace bridge	anterior plastron-carapace bridge	anterior plastron-carapace bridge
obo	obo:UBERON_0015063	autopod endochondral element	autopod endochondral element	autopod endochondral element
obo	obo:UBERON_0010760	supraglenoid tubercle	supraglenoid tubercle	supraglenoid tubercle
obo	obo:UBERON_4100015	obsolete posterior iliac process	obsolete posterior iliac process	obsolete posterior iliac process
obo	obo:UBERON_0002932	trapezoid body	trapezoid body	trapezoid body
obo	obo:UBERON_0004632	thoracic vertebra 7	thoracic vertebra 7	thoracic vertebra 7
obo	obo:UBERON_0035129	pes cartilage element	pes cartilage element	pes cartilage element
obo	obo:UBERON_0018235	capsule of pancreas	capsule of pancreas	capsule of pancreas
obo	obo:UBERON_0016535	white matter of occipital lobe	white matter of occipital lobe	white matter of occipital lobe
obo	obo:UBERON_0001460	arm	arm	arm
obo	obo:UBERON_0011897	cardiac endomysium	cardiac endomysium	cardiac endomysium
obo	obo:UBERON_0022398	paracingulate gyrus	paracingulate gyrus	paracingulate gyrus
obo	obo:UBERON_0013559	Brodmann (1909) area 28	Brodmann (1909) area 28	Brodmann (1909) area 28
obo	obo:UBERON_0010956	pterygopharyngeal part of superior pharyngeal constrictor	pterygopharyngeal part of superior pharyngeal constrictor	pterygopharyngeal part of superior pharyngeal constrictor
obo	obo:UBERON_0006984	anatomical surface	anatomical surface	anatomical surface
obo	obo:UBERON_0011859	internal acoustic meatus	internal acoustic meatus	internal acoustic meatus
obo	obo:UBERON_0007275	crista of ampulla of posterior semicircular duct of membranous laybrinth	crista of ampulla of posterior semicircular duct of membranous laybrinth	crista of ampulla of posterior semicircular duct of membranous laybrinth
obo	obo:UBERON_0024559	obsolete predominantly gray regional part of habenula	obsolete predominantly gray regional part of habenula	obsolete predominantly gray regional part of habenula
obo	obo:UBERON_0003535	vagus X nerve trunk	vagus X nerve trunk	vagus X nerve trunk
obo	obo:UBERON_0001835	lower lip	lower lip	lower lip
obo	obo:UBERON_0001140	renal vein	renal vein	renal vein
obo	obo:UBERON_0036164	ambient gyrus	ambient gyrus	ambient gyrus
obo	obo:UBERON_0006138	plantar digital artery	plantar digital artery	plantar digital artery
obo	obo:UBERON_0005847	thoracic spinal cord lateral column	thoracic spinal cord lateral column	thoracic spinal cord lateral column
obo	obo:UBERON_0035873	primary somatosensory area barrel field layer 1	primary somatosensory area barrel field layer 1	primary somatosensory area barrel field layer 1
obo	obo:UBERON_0012140	digitopodium region	digitopodium region	digitopodium region
obo	obo:UBERON_0016396	intraglandular lymph node	intraglandular lymph node	intraglandular lymph node
obo	obo:UBERON_0014696	anterior choroidal artery	anterior choroidal artery	anterior choroidal artery
obo	obo:UBERON_0002353	atrioventricular bundle	atrioventricular bundle	atrioventricular bundle
obo	obo:UBERON_0011131	intermetacarpal joint	intermetacarpal joint	intermetacarpal joint
obo	obo:UBERON_0012150	skeleton of digitopodium	skeleton of digitopodium	skeleton of digitopodium
obo	obo:UBERON_0035677	primary yolk sac cavity	primary yolk sac cavity	primary yolk sac cavity
obo	obo:UBERON_2002110	metapterygoid-quadrate fenestra	metapterygoid-quadrate fenestra	metapterygoid-quadrate fenestra
obo	obo:UBERON_4000004	obsolete opercle bone	obsolete opercle bone	obsolete opercle bone
obo	obo:UBERON_0001216	jejunal vein	jejunal vein	jejunal vein
obo	obo:UBERON_0013119	haemal node	haemal node	haemal node
obo	obo:UBERON_0011013	spinalis muscle	spinalis muscle	spinalis muscle
obo	obo:UBERON_2000410	postcleithrum	postcleithrum	postcleithrum
obo	obo:UBERON_0008939	pedal ganglion	pedal ganglion	pedal ganglion
obo	obo:UBERON_2000687	superficial pretectum	superficial pretectum	superficial pretectum
obo	obo:UBERON_5011984	pedal digit 6 plus metapodial segment	pedal digit 6 plus metapodial segment	pedal digit 6 plus metapodial segment
obo	obo:UBERON_0036006	A11 dopaminergic cell group	A11 dopaminergic cell group	A11 dopaminergic cell group
obo	obo:UBERON_0009740	border between sublaminar layers	border between sublaminar layers	border between sublaminar layers
obo	obo:UBERON_0010185	rete ovarii	rete ovarii	rete ovarii
obo	obo:UBERON_3000295	median symphysis	median symphysis	median symphysis
obo	obo:UBERON_4200044	articular surface for the calcaneum on the astragalus	articular surface for the calcaneum on the astragalus	articular surface for the calcaneum on the astragalus
obo	obo:UBERON_2000840	obsolete slow muscle cell somite 11	obsolete slow muscle cell somite 11	obsolete slow muscle cell somite 11
obo	obo:UBERON_0002159	medial accessory inferior olivary nucleus	medial accessory inferior olivary nucleus	medial accessory inferior olivary nucleus
obo	obo:UBERON_0013591	postsylvian sulcus	postsylvian sulcus	postsylvian sulcus
obo	obo:UBERON_0000119	cell layer	cell layer	cell layer
obo	obo:UBERON_0015868	lymph node of epiploic foramen	lymph node of epiploic foramen	lymph node of epiploic foramen
obo	obo:UBERON_0013473	lower esophagus	lower esophagus	lower esophagus
obo	obo:UBERON_0015173	helicine branch of uterine artery	helicine branch of uterine artery	helicine branch of uterine artery
